0.0000e+00	-2.2300e-10
2.0000e+01	2.4700e-09
4.0000e+01	3.4300e-09
6.0000e+01	4.8800e-09
8.0000e+01	5.3500e-09
1.0000e+02	5.6200e-09
1.2000e+02	5.8500e-09
1.4000e+02	6.0900e-09
1.6000e+02	6.3000e-09
1.8000e+02	6.5300e-09
2.0000e+02	6.7600e-09
2.2000e+02	6.9700e-09
2.4000e+02	7.2200e-09
2.6000e+02	7.4500e-09
2.8000e+02	7.7000e-09
3.0000e+02	7.9600e-09
3.2000e+02	8.2400e-09
3.4000e+02	8.5300e-09
3.6000e+02	8.8500e-09
3.8000e+02	9.1700e-09
4.0000e+02	9.5100e-09
4.2000e+02	9.8900e-09
4.4000e+02	1.0300e-08
4.6000e+02	1.0700e-08
4.8000e+02	1.1100e-08
5.0000e+02	1.1600e-08
5.2000e+02	1.2100e-08
5.4000e+02	1.2700e-08
5.6000e+02	1.3300e-08
5.8000e+02	1.3900e-08
6.0000e+02	1.4600e-08
6.2000e+02	1.5300e-08
6.4000e+02	1.6200e-08
6.6000e+02	1.7000e-08
6.8000e+02	1.8000e-08
7.0000e+02	1.9100e-08
7.2000e+02	2.0400e-08
7.4000e+02	2.1800e-08
7.6000e+02	2.3400e-08
7.8000e+02	2.5100e-08
8.0000e+02	2.7100e-08
8.2000e+02	2.9300e-08
8.4000e+02	3.1900e-08
8.6000e+02	3.4800e-08
8.8000e+02	3.8100e-08
9.0000e+02	4.2000e-08
9.2000e+02	4.6300e-08
9.4000e+02	5.1600e-08
9.6000e+02	5.8000e-08
9.8000e+02	6.6700e-08
1.0000e+03	7.9700e-08
