0.0000e+00	-2.2300e-10
2.0000e+01	2.4700e-09
4.0000e+01	3.5600e-09
6.0000e+01	4.8500e-09
8.0000e+01	5.2900e-09
1.0000e+02	5.5600e-09
1.2000e+02	5.7900e-09
1.4000e+02	6.0300e-09
1.6000e+02	6.2500e-09
1.8000e+02	6.4900e-09
2.0000e+02	6.7100e-09
2.2000e+02	6.9300e-09
2.4000e+02	7.1800e-09
2.6000e+02	7.4000e-09
2.8000e+02	7.6700e-09
3.0000e+02	7.9300e-09
3.2000e+02	8.2000e-09
3.4000e+02	8.5100e-09
3.6000e+02	8.8200e-09
3.8000e+02	9.1400e-09
4.0000e+02	9.5000e-09
4.2000e+02	9.8700e-09
4.4000e+02	1.0300e-08
4.6000e+02	1.0700e-08
4.8000e+02	1.1100e-08
5.0000e+02	1.1600e-08
5.2000e+02	1.2100e-08
5.4000e+02	1.2600e-08
5.6000e+02	1.3200e-08
5.8000e+02	1.3800e-08
6.0000e+02	1.4500e-08
6.2000e+02	1.5200e-08
6.4000e+02	1.6000e-08
6.6000e+02	1.6900e-08
6.8000e+02	1.7800e-08
7.0000e+02	1.8900e-08
7.2000e+02	2.0000e-08
7.4000e+02	2.1200e-08
7.6000e+02	2.2700e-08
7.8000e+02	2.4200e-08
8.0000e+02	2.5900e-08
8.2000e+02	2.7800e-08
8.4000e+02	3.0000e-08
8.6000e+02	3.2500e-08
8.8000e+02	3.5200e-08
9.0000e+02	3.8300e-08
9.2000e+02	4.1900e-08
9.4000e+02	4.6300e-08
9.6000e+02	5.2100e-08
9.8000e+02	6.0300e-08
1.0000e+03	7.1700e-08
